year;weekofyear;total_cases;precipitation_amt_mm;reanalysis_air_temp_k;reanalysis_avg_temp_k;reanalysis_dew_point_temp_k;reanalysis_max_air_temp_k;reanalysis_min_air_temp_k;reanalysis_precip_amt_kg_per_m2;reanalysis_relative_humidity_percent;reanalysis_sat_precip_amt_mm;reanalysis_specific_humidity_g_per_kg;reanalysis_tdtr_k;station_avg_temp_c;station_diur_temp_rng_c;station_max_temp_c;station_min_temp_c;station_precip_mm
1997;12;9;0;297.0785714;297.2214286;292.7671429;299.1;296;17.92;76.90428571;0;14.22285714;1.9;24.74285714;6.585714286;28.9;21.1;15.2
1997;13;14;0;297.7214286;297.9214286;292.7585714;300.6;295.7;7;74.11857143;0;14.22714286;3.442857143;25.31428571;8.071428571;31.1;20.6;1.5
1997;14;11;0;297.6928571;297.8571429;292.7757143;299.9;295.5;5.9;74.20571429;0;14.23142857;2.685714286;25.08571429;7.457142857;29.4;20.6;2.9
1997;15;11;6.65;296.5957143;296.6357143;291.8428571;300.7;294.3;18.73;74.85;6.65;13.49285714;2.385714286;25.35714286;5.614285714;31.1;21.7;0.6
1997;16;19;0;297.1785714;297.4642857;291.6742857;299.6;295.1;7.5;71.55857143;0;13.35;2.785714286;25.9;7.928571429;31.7;20;0.8
1997;17;10;0;298.8214286;299.05;294.0985714;301.7;296.7;16.2;75.41714286;0;15.50142857;3.842857143;27.67142857;9.614285714;34.4;21.1;0
1997;18;8;5.73;299.2042857;299.3857143;294.82;301.7;296.7;4;76.95285714;5.73;16.17;3.457142857;27.77142857;8.271428571;33.9;22.8;0.5
1997;19;8;0;299.35;299.5071429;294.7271429;301.1;297.8;1.5;75.87857143;0;16.07857143;2.7;27.92857143;8.428571429;33.9;23.3;0.3
1997;20;9;33.03;298.85;298.9857143;294.7985714;301.4;297.1;27.3;78.53714286;33.03;16.14428571;2.542857143;27.57142857;8.671428571;32.8;22.2;12.6
1997;21;3;0;299.2414286;299.3857143;294.6614286;301.1;297.8;10.1;75.98285714;0;15.99714286;2.428571429;27.58571429;7.085714286;32.2;23.9;12.9
1997;22;7;64.1;299.2814286;299.4357143;295.2628571;301.4;297.7;10.5;78.71142857;64.1;16.66;2.671428571;27.31428571;7.028571429;31.7;22.8;30.5
1997;23;14;118.35;298.9957143;299.0428571;295.9785714;300.6;297.9;41.7;83.48571429;118.35;17.36857143;1.971428571;27.27142857;7.071428571;32.8;22.2;31.3
1997;24;4;0;300.0014286;300.2642857;296.1742857;302.3;298.2;9.9;79.74571429;0;17.62;2.871428571;28.6;7;32.8;23.9;0.3
1997;25;9;2.43;300.3671429;300.6;296.4114286;302.6;298;7.8;79.36428571;2.43;17.84714286;2.914285714;29.01428571;7.514285714;33.9;23.9;0.5
1997;26;14;34.69;300.0442857;300.0928571;296.3228571;302;298.4;23.4;80.24571429;34.69;17.73285714;2.185714286;28.65714286;6.685714286;32.8;23.9;18.6
1997;27;7;38.84;300.2957143;300.5142857;296.2385714;302.3;298.3;24.3;78.63857143;38.84;17.63571429;2.914285714;28.41428571;6.428571429;32.2;24.4;4.1
1997;28;9;5.87;300.4885714;300.6428571;296.4157143;302.3;299;21.3;78.62;5.87;17.84571429;2.428571429;29.01428571;7.542857143;33.9;23.9;8.7
1997;29;3;24.42;300.0942857;300.1714286;296.5114286;302.2;298.1;35.4;80.91714286;24.42;17.94857143;2.542857143;28.61428571;6.742857143;32.8;24.4;40.9
1997;30;3;41.34;299.9585714;299.9428571;296.6028571;302.7;298.2;73.74;82.13285714;41.34;18.04571429;1.771428571;27.9;6.285714286;31.7;23.3;51.2
1997;31;14;29.9;300.1171429;300.2142857;296.2157143;302.4;297.8;33.6;79.45428571;29.9;17.61714286;2.742857143;27.82857143;6.6;31.7;22.8;16.3
1997;32;12;19.57;300.2942857;300.4142857;296.7357143;302.5;297.8;28.6;81.10428571;19.57;18.18;2.514285714;28.64285714;5.942857143;32.2;25;5.2
1997;33;10;57.65;299.84;299.9928571;296.5728571;301.9;298.1;42.79;82.39285714;57.65;17.98857143;2.471428571;28.28571429;6.614285714;32.8;23.9;53.4
1997;34;21;20.35;299.7614286;299.8;296.6585714;301.8;298.2;45.7;83.28;20.35;18.09142857;2.028571429;28.41428571;6.514285714;32.2;24.4;52.3
1997;35;26;94.72;300.2657143;300.3357143;296.7042857;302.5;298.8;35.9;81.14285714;94.72;18.18285714;2.1;27.98571429;6.442857143;32.2;22.8;50
1997;36;47;8.83;300.1385714;300.1214286;296.8042857;302;298.5;35.9;82.22;8.83;18.30857143;2.071428571;28.72857143;6.585714286;32.8;25;17
1997;37;42;11.47;300.5485714;300.7214286;297.4142857;302.6;298.9;46.4;83.16428571;11.47;19.04428571;2.585714286;28.95714286;6.128571429;32.8;24.4;15.8
1997;38;31;86.14;300.6828571;300.8071429;297.2471429;303.6;299;36.89;81.80857143;86.14;18.82857143;2.585714286;28.9;6.671428571;34.4;25;18.1
1997;39;34;13.18;300.42;300.5142857;296.3857143;302.6;298;39.6;78.78;13.18;17.82857143;2.4;28.4;6.742857143;32.2;23.9;25.4
1997;40;33;46.15;300.1328571;300.2071429;297.2685714;302.6;298.7;39;84.43714286;46.15;18.81428571;2.128571429;27.58571429;6.757142857;32.2;21.7;31.2
1997;41;52;70.29;300.5642857;300.7357143;296.7871429;303.2;298.5;26;80.08428571;70.29;18.31;2.642857143;28.5;7.3;33.3;23.3;44.4
1997;42;56;99.33;299.4785714;299.4357143;296.4357143;302.9;297.6;182;83.57571429;99.33;17.92714286;1.842857143;27.35714286;6.428571429;31.1;22.8;6.3
1997;43;70;80.85;299.6085714;299.8428571;296.3042857;302.3;296.4;27.34;82.23428571;80.85;17.81857143;3.342857143;27.7;5.885714286;32.8;23.9;8.7
1997;44;112;0.78;300.3814286;300.55;296.1014286;302.3;298.1;7.27;77.53285714;0.78;17.55142857;2.7;28.38571429;5.814285714;32.8;24.4;0
1997;45;70;2.08;300.0314286;300.0928571;295.6957143;301.9;298.6;9.5;77.30714286;2.08;17.09571429;2.042857143;27.74285714;6.114285714;31.1;23.9;27.1
1997;46;47;18.83;299.6871429;299.7928571;295.3457143;302.6;297.9;9;77.16285714;18.83;16.76428571;2.242857143;27.34285714;7.4;32.8;22.8;34.6
1997;47;48;50.55;299.4914286;299.5285714;296.3128571;301.8;298;40.5;82.76571429;50.55;17.73857143;1.8;27.32857143;6;31.1;23.9;6.1
1997;48;49;4.76;299.62;299.7;296.3371429;301.9;297.9;42.9;82.27;4.76;17.77142857;2.2;27.25714286;5.671428571;30.6;23.9;81.8
1997;49;66;3.01;299.4557143;299.5071429;295.5757143;301.3;298.2;14.7;79.39571429;3.01;17.00142857;1.871428571;26.67142857;6.614285714;31.7;23.3;39.9
1997;50;56;0;300.1328571;300.35;295.1528571;302;298.8;0.3;74.28142857;0;16.53;2.671428571;26.75714286;8.257142857;32.2;21.7;0
1997;51;61;0;299.6385714;299.6642857;294.7957143;301.6;298.1;3.9;74.79571429;0;16.14571429;2.471428571;26.57142857;7.3;32.2;22.2;1.5
1997;52;67;22.52;299.2142857;299.2857143;295.3514286;301.7;297.6;16.3;79.47;22.52;16.70428571;2.571428571;26.71428571;7.571428571;31.7;22.2;17.3
1998;2;68;10.59;298.8271429;298.9928571;295.03;300.7;297.2;44.4;79.63142857;10.59;16.36285714;2.157142857;26.35714286;6.142857143;31.7;22.8;33.3
1998;3;49;106.97;297.6128571;297.6857143;294.8528571;300.2;296.4;53.2;84.69428571;106.97;16.20857143;1.885714286;24.88571429;5.857142857;29.4;20.6;152.4
1998;4;50;0;298.6114286;298.8;294.51;300.6;296.8;8.4;78.18285714;0;15.88142857;2.4;25.61428571;6.485714286;29.4;21.1;4.8
1998;5;56;7.72;298.6942857;298.8571429;294.19;300.6;297;16.3;76.26142857;7.72;15.56142857;2.342857143;26.54285714;7.257142857;31.1;22.2;1.3
1998;6;75;0;298.5785714;298.8071429;293.9714286;301.3;296.6;8.6;75.77714286;0;15.36142857;3.271428571;26.58571429;8.114285714;31.7;21.1;0
1998;7;63;142.6;299.0585714;299.25;295.6285714;302.2;296.7;18.5;81.61285714;142.6;17.08857143;2.957142857;27.25714286;6.9;32.2;22.8;79.2
1998;8;62;0;297.59;297.8357143;291.9014286;300.2;296.2;3.1;70.70142857;0;13.51285714;2.242857143;24.41428571;6.085714286;28.9;20;8.7
1998;9;41;0;298.8928571;299.1285714;294.1142857;300.6;297.8;1.1;75.01571429;0;15.47714286;2.285714286;26.27142857;7.942857143;31.1;21.1;6.4
1998;10;50;0;297.6557143;297.7928571;293.5;301.1;295;10.3;77.92428571;0;14.93571429;2.842857143;25.61428571;7.257142857;32.2;21.1;7
1998;11;34;0;298.2785714;298.3857143;294.6971429;301.2;295.7;42.78;80.77857143;0;16.08142857;2.228571429;25.81428571;6.9;32.2;21.1;15.1
1998;12;31;0;298.1757143;298.3714286;292.9071429;300.4;296.2;0.6;72.64285714;0;14.36714286;2.514285714;24.88571429;7.014285714;28.9;20.6;27.7
1998;13;38;0;298.5028571;298.6642857;294.0985714;300.7;296.5;21;76.67571429;0;15.48;2.557142857;26.22857143;6.9;31.1;22.2;16.5
1998;14;30;72.98;298.0442857;298.1928571;294.6285714;301.1;296.5;41.2;81.40571429;72.98;15.99857143;2.528571429;25.71428571;6.2;31.7;21.7;15.5
1998;15;32;12.01;297.8714286;298.2;294.2157143;300.8;295.6;19;80.19;12.01;15.63571429;3;26.02857143;6.357142857;31.7;21.7;10.7
1998;16;26;0;298.4728571;298.5785714;294.97;300.7;296.5;23.9;81.14571429;0;16.40285714;2.157142857;26.92857143;6.114285714;33.9;22.2;7.9
1998;17;30;22.22;297.7357143;297.7928571;293.5428571;299.8;296.2;24.3;77.71285714;22.22;15.01428571;2.157142857;25.6;5.857142857;29.4;21.7;73.4
1998;18;36;71.64;299.5657143;299.8357143;295.8342857;301.5;298.2;11.7;80.07285714;71.64;17.23142857;2.357142857;26.87142857;6.9;31.1;22.8;16.3
1998;19;35;0;299.1328571;299.2928571;294.8271429;301.3;297.7;17.6;77.33142857;0;16.22142857;2.185714286;26.78571429;6.2;31.1;22.2;6.9
1998;20;46;55.76;299.2;299.4;295.11;302.9;296.6;10.3;78.40142857;55.76;16.50285714;3.628571429;27.14285714;7.014285714;33.9;22.2;7.1
1998;21;48;56.4;300.0242857;300.0857143;297.0628571;302.9;297.8;53.7;84.07142857;56.4;18.61428571;2.828571429;27.91428571;6.971428571;34.4;23.3;59.1
1998;22;44;15.86;299.8428571;299.9357143;297.02;302.3;298.4;59.4;84.63571429;15.86;18.51142857;2.185714286;27.97142857;5.657142857;31.1;24.4;13.8
1998;23;51;8.19;299.6185714;299.8071429;296.3514286;301.4;298.1;35.8;82.46;8.19;17.76571429;2.328571429;27.85714286;6.2;32.2;23.9;10.5
1998;24;59;86.21;300.7571429;300.8428571;297.4514286;302.7;299.2;20.7;82.30571429;86.21;18.99142857;2.428571429;28.42857143;6.985714286;32.8;23.9;38.6
1998;25;71;49.52;300.5171429;300.5642857;296.4357143;303;298.9;15.4;78.53;49.52;17.85428571;2.385714286;28.1;6.528571429;32.8;23.9;23.4
1998;26;102;72.08;299.9442857;299.95;296.9957143;302.3;298.3;71.33;84.02571429;72.08;18.47;2.357142857;28.21428571;6.742857143;32.2;23.9;20.6
1998;27;128;20.06;300.5957143;300.7214286;296.8471429;302.7;299;33.31;80.08571429;20.06;18.27857143;2.3;28.61428571;5.857142857;32.2;25;0
1998;28;127;54.05;300.4528571;300.4357143;296.9242857;302.9;298.5;45.31;81.29;54.05;18.39142857;2.3;28.38571429;6.742857143;32.8;22.8;11.7
1998;29;150;10.42;300.3371429;300.4571429;296.2885714;302.8;298.1;30.86;78.99;10.42;17.71571429;2.714285714;28.38571429;7.071428571;33.3;23.9;62.5
1998;30;191;68.74;299.8228571;299.8857143;296.5028571;302.2;298.1;93.68;82.21285714;68.74;17.94571429;1.885714286;27.55714286;6.685714286;31.7;23.9;81.9
1998;31;256;16.03;300.0614286;300.0357143;297.0385714;302;298.5;107.87;83.74285714;16.03;18.54714286;2.042857143;28.27142857;5.728571429;31.7;23.9;20.5
1998;32;329;25.79;300.6628571;300.8857143;297.1271429;303.2;298.6;27.7;81.21714286;25.79;18.63142857;2.914285714;28.45714286;6.185714286;32.2;24.4;6.2
1998;33;263;38.44;300.6685714;300.6214286;297.4571429;303.1;298.9;55.9;82.8;38.44;19.01571429;2.271428571;29.07142857;6.342857143;32.8;24.4;3.8
1998;34;220;24.34;300.3671429;300.35;297.4671429;303;298.9;63.2;84.20285714;24.34;19.01;1.728571429;29.21428571;6.414285714;32.8;25;20.4
1998;35;204;96.58;300.4685714;300.5785714;297.4014286;303.1;298.7;98.3;83.45;96.58;19.02714286;2.671428571;28.04285714;6.828571429;33.9;23.3;146.4
1998;36;181;47.74;300.6871429;300.7071429;297.3285714;303.4;298.4;52.5;82.19285714;47.74;18.90857143;2.9;28.75714286;7.128571429;33.9;22.8;27.4
1998;37;99;72.73;300.1471429;300.2;297.16;302;298.7;73.6;84.00285714;72.73;18.72428571;2.028571429;28.32857143;6.842857143;32.2;24.4;61.3
1998;38;54;35.03;300.5871429;300.6071429;297.2757143;303;298.8;33.83;82.33285714;35.03;18.84714286;2.185714286;28.72857143;6.985714286;34.4;24.4;39.7
1998;39;80;82.87;300.13;300.1857143;297.06;302.1;298.8;55.8;83.33142857;82.87;18.58142857;1.857142857;27.77142857;6.228571429;32.2;24.4;123.6
1998;40;102;223.61;300.5971429;300.7571429;296.5385714;302.9;298.5;124.4;78.78285714;223.61;18.06142857;2.8;27.91428571;6.285714286;32.8;23.9;24.7
1998;41;127;33.26;300.7128571;300.7428571;296.9214286;302.9;298.9;28.3;79.99857143;33.26;18.41857143;2.342857143;28.25714286;5.5;31.7;24.4;25
1998;42;73;25.94;300.7957143;300.8571429;296.6128571;302.9;299.3;18.5;78.09857143;25.94;18.09142857;2.685714286;27.75714286;6.314285714;31.7;23.3;15.5
1998;43;68;32.09;300.2471429;300.2357143;296.9;301.9;298.8;36.5;82.03857143;32.09;18.41;2.128571429;28.15714286;6.928571429;33.9;23.9;26.7
1998;44;64;182.46;299.8485714;299.9857143;296.8671429;302.1;297.7;92.4;83.86571429;182.46;18.37571429;2.085714286;27.71428571;6.128571429;32.8;23.3;54.6
1998;45;55;121.65;299.6528571;299.6928571;296.9428571;301.7;298.5;89.5;85.12;121.65;18.48428571;1.785714286;27.42857143;6.457142857;31.1;23.3;81.5
1998;46;67;18.07;300.0028571;300.05;296.42;302.4;297.9;36.1;80.91428571;18.07;17.86857143;2.071428571;27.78571429;6.671428571;32.8;23.3;8.7
1998;47;84;110.03;298.6757143;298.6571429;296.1828571;300.3;297.3;143.4;86.21428571;110.03;17.62714286;1.485714286;26.72857143;6.214285714;30.6;23.3;71.3
1998;48;85;0;299.2328571;299.3214286;295.4928571;301.4;297.4;57.1;80.02142857;0;16.86714286;2.014285714;26.55714286;5.685714286;30;22.8;29.8
1998;49;67;22.35;298.3014286;298.2571429;295.1728571;300.4;296.5;115.77;83.02428571;22.35;16.58714286;1.885714286;25.64285714;5.942857143;29.4;22.2;48.2
1998;50;73;152.94;298.0942857;298.15;295.54;299.8;297.1;158.72;85.91142857;152.94;16.96571429;1.357142857;25.81428571;5.014285714;28.9;22.8;97.6
1998;51;89;16.76;299.0428571;299.1;295.0328571;300.9;297.6;10.2;78.66857143;16.76;16.40857143;1.971428571;26.07142857;5.542857143;31.1;22.8;18.9
1998;52;68;0;299.2828571;299.4357143;295.2157143;301.4;298;12.8;78.41857143;0;16.56428571;2.128571429;25.92857143;6.042857143;30;22.2;29.7
1999;1;56;45.39;298.7;298.8142857;295.0971429;300.7;297.3;17.72;80.59714286;45.39;16.45285714;2.428571429;25.57142857;5.471428571;28.9;22.2;16.2
1999;2;77;0;298.4828571;298.55;294.12;300.1;297.4;12.6;76.95428571;0;15.49285714;1.671428571;25.07142857;5.728571429;28.3;20;20.6
1999;3;75;47.16;297.8614286;297.9714286;294.4085714;300;296.1;20.62;81.31;47.16;15.76857143;2.2;24.98571429;6.885714286;30;21.1;27.2
1999;4;47;0;297.4428571;297.5714286;293.7014286;299.1;295.8;40.75;79.67142857;0;15.07285714;1.771428571;24.88571429;6.414285714;28.3;21.1;8.6
1999;5;50;0;296.7728571;296.7571429;290.9557143;299.3;294.5;14.9;70.19857143;0;12.74142857;2;24.17142857;5.642857143;27.8;19.4;18
1999;6;42;0;296.6685714;296.7857143;290.5528571;298.9;295.3;4.7;68.64142857;0;12.36571429;1.914285714;23.4;7.385714286;27.8;17.8;2.9
1999;7;28;18.66;297.2185714;297.4428571;292.73;299.4;295.5;18.64;76.24571429;18.66;14.22571429;2.571428571;24.32857143;7.514285714;29.4;19.4;24.8
1999;8;37;23.9;295.9385714;296.1142857;290.6342857;299.7;293.7;8.7;72.25142857;23.9;12.49285714;2.714285714;24.04285714;6.9;28.9;18.9;0
1999;9;37;0;297.5428571;297.6785714;293.3114286;299.7;295.3;8.3;77.42714286;0;14.73;2.785714286;25;7.428571429;29.4;20.6;40.1
1999;10;27;0;297.8828571;298.0714286;292.4214286;299.7;296;0.4;71.69142857;0;13.93571429;2.485714286;24.95714286;7.514285714;29.4;20.6;0
1999;11;12;5.5;297.5428571;297.8;292.7642857;300;295.8;5.5;74.80428571;5.5;14.24428571;3;24.88571429;7.342857143;31.1;20.6;8.4
1999;12;15;5.24;298.2228571;298.45;293.23;300.5;296.3;3.1;73.94;5.24;14.67142857;2.842857143;25.67142857;7.671428571;30.6;21.1;0
1999;13;22;15.91;298.3085714;298.4142857;294.3771429;300.4;296.1;8.9;78.91;15.91;15.73285714;2.314285714;25.74285714;6.9;30.6;21.7;7.9
1999;14;8;18.76;297.9757143;298.0928571;293.2728571;300.1;295.7;16.2;75.38857143;18.76;14.74571429;2.585714286;25.61428571;6.028571429;29.4;21.1;30.8
1999;15;15;75.59;297.4814286;297.6428571;292.4057143;301;295.2;12.76;73.64142857;75.59;13.97428571;3.6;25.38571429;6.671428571;30;21.1;19.8
1999;16;17;0;299.2542857;299.4571429;294.5242857;301.4;296.7;2;75.39;0;15.86857143;3.2;26.91428571;7.485714286;32.2;22.8;9.2
1999;17;10;10.2;299.0357143;299.15;294.2014286;301;297.2;5.35;74.79857143;10.2;15.56142857;2.728571429;26.68571429;7.385714286;31.7;22.2;4.1
1999;18;9;88.2;299.4314286;299.5;295.4157143;301.8;298;13.3;78.68285714;88.2;16.79571429;2.085714286;28.22857143;9.214285714;33.9;22.2;0.5
1999;19;11;46.5;299.0985714;299.1214286;294.5728571;301;297.2;14.28;76.30857143;46.5;15.96714286;2.585714286;26.95714286;7.628571429;32.8;21.7;73.1
1999;20;20;33.82;299.7757143;299.9357143;295.2685714;302.6;297;22.1;76.59857143;33.82;16.65142857;3.185714286;27.82857143;7.328571429;33.3;23.3;14.3
1999;21;13;15.26;300.0528571;300.1642857;296.2142857;302.4;298.6;18.64;79.71714286;15.26;17.63857143;2.214285714;28.38571429;6.742857143;33.3;24.4;8.2
1999;22;11;2.16;300.5871429;300.6714286;296.2357143;302.7;298.4;6.6;77.37142857;2.16;17.64428571;3.257142857;28.41428571;6.571428571;33.3;23.9;5.9
1999;23;16;100.35;300.0257143;299.9785714;296.43;302;298.3;24.8;80.75428571;100.35;17.85428571;2.5;27.91428571;7.557142857;33.9;22.8;56.8
1999;24;11;115.14;300.3514286;300.3785714;296.54;302.3;298.7;30.1;79.75;115.14;17.98285714;2.385714286;27.7;6.842857143;31.7;23.9;17.6
1999;25;7;96.93;299.3671429;299.3142857;296.4157143;301.6;297.9;81.61;83.96142857;96.93;17.84428571;1.942857143;27.21428571;5.885714286;31.1;22.8;60.6
1999;26;17;17.32;300.1485714;300.2571429;296.6228571;302.4;298.3;25.74;81.25;17.32;18.05142857;2.342857143;28.44285714;5.328571429;31.7;25;5.4
1999;27;14;73.3;299.5042857;299.5357143;295.92;301.4;297.8;55.1;80.79857143;73.3;17.29571429;2.357142857;27.4;5.728571429;31.1;22.8;36.6
1999;28;13;29.53;299.79;299.8357143;296.3942857;302.4;297.5;58.2;81.84714286;29.53;17.80428571;2.5;27.27142857;6.671428571;32.8;23.3;17.5
1999;29;15;96.36;299.85;299.8571429;296.8614286;301.9;298.5;66.52;83.91857143;96.36;18.32285714;2;26.7;5.471428571;31.1;21.7;56.2
1999;30;30;8.53;300.0642857;300.15;296.4742857;302.6;298;32.44;80.96857143;8.53;17.90285714;2.471428571;28.1;6.528571429;32.8;23.9;19.9
1999;31;25;22.01;300.4985714;300.4857143;297.0471429;302.8;298.8;29.35;81.67285714;22.01;18.55714286;2.428571429;28.37142857;6.271428571;32.8;22.8;18.8
1999;32;40;44.23;299.97;300.0071429;296.7428571;302.6;298.4;61.7;82.64571429;44.23;18.21285714;1.842857143;28.08571429;6.357142857;31.7;23.9;26.7
1999;33;44;31.78;300.3271429;300.2857143;296.8571429;302.4;298.9;46.2;81.38714286;31.78;18.33285714;2.028571429;28.37142857;6.357142857;31.7;25;10
1999;34;25;133.65;300.2271429;300.2857143;296.86;302.8;298.7;61.8;81.99857143;133.65;18.36;2.142857143;27.85714286;6.842857143;33.9;23.9;78.5
1999;35;21;30.98;300.4585714;300.4357143;296.8957143;302.7;299.1;25.74;81.00285714;30.98;18.41;1.985714286;28.18571429;7.028571429;32.8;23.9;69.7
1999;36;48;66.06;300.5842857;300.6214286;296.8014286;302.8;298.8;40.7;79.96571429;66.06;18.31;2.214285714;28.3;6.042857143;31.7;25;32.5
1999;37;56;121.24;300.9614286;301.0214286;297.0842857;303.2;299.5;34.13;79.69714286;121.24;18.71;2.157142857;28.41428571;6.842857143;33.9;24.4;35.1
1999;38;60;44.44;300.5728571;300.6214286;296.7014286;302.8;298.3;30.4;79.39;44.44;18.21428571;2.7;28.45714286;6.6;32.2;24.4;31.3
1999;39;45;62.41;300.6442857;300.6357143;296.8242857;303.5;298.9;64.72;79.83714286;62.41;18.34571429;2.214285714;28.71428571;7.957142857;34.4;23.9;38.9
1999;40;55;52.34;300.4971429;300.6;296.6571429;302.5;298.5;22.37;79.67428571;52.34;18.12;1.942857143;28;6.985714286;32.8;23.3;16.2
1999;41;32;45.32;299.8271429;299.8357143;295.8714286;301.7;298.5;41.31;79.16;45.32;17.30428571;1.957142857;27.17142857;6.442857143;31.1;23.3;27.8
1999;42;46;171.59;300.0257143;300.0142857;296.82;301.6;298.7;40.8;82.65714286;171.59;18.31571429;1.857142857;26.75714286;5.042857143;31.1;23.9;71.5
1999;43;61;67.94;299.8042857;300.0357143;297.13;301.9;298.7;138.1;85.37714286;67.94;18.74285714;2.185714286;27.67142857;6.3;32.2;23.3;58.4
1999;44;42;4.84;299.96;299.9428571;296.5314286;302;298;24.52;81.62857143;4.84;18.01428571;1.885714286;27.44285714;6.542857143;32.2;23.9;40.9
1999;45;37;20.03;299.3042857;299.3785714;295.8714286;301;298;53.27;81.48857143;20.03;17.29857143;2.042857143;26.88571429;5.857142857;30.6;23.9;37.1
1999;46;43;83.66;298.9685714;299.0785714;296.33;301.3;298;104.51;85.40428571;83.66;17.81714286;1.814285714;26.71428571;5.8;30.6;22.8;62.1
1999;47;34;224.9;298.7328571;298.8785714;296.2857143;300.8;297.1;140.2;86.40571429;224.9;17.87;1.9;26.6;4.528571429;31.7;23.3;88.9
1999;48;40;2.11;298.7828571;299.0571429;294.7757143;301;296.8;8.7;78.68285714;2.11;16.20714286;3.257142857;26.1;7.471428571;30.6;21.1;13.2
1999;49;25;63.47;297.3328571;297.3;293.9742857;298.9;296.2;107.84;81.86428571;63.47;15.41571429;1.4;24.92857143;4.614285714;28.9;21.7;126
1999;50;16;0;297.4;297.3928571;292.1614286;298.7;296.3;8.78;72.65285714;0;13.73;1.814285714;24.94285714;4.828571429;28.3;20.6;7.6
1999;51;17;0;297.3828571;297.5142857;292.9642857;299.4;296.1;14.5;76.49714286;0;14.43714286;1.8;24.84285714;4.9;27.8;21.7;10.9
2000;52;17;40.35;298.3671429;298.3071429;293.8871429;300.3;296.4;12.34;76.31714286;40.35;15.25714286;2.642857143;25.47142857;6.557142857;29.4;21.1;7.9
2000;1;16;81.73;298.1485714;298.1642857;294.3557143;299.9;296.5;32.3;79.60714286;81.73;15.72285714;1.9;25.12857143;5.314285714;29.4;21.7;28.6
2000;2;23;45.19;297.4414286;297.5857143;293.1914286;299.1;296.1;47.1;77.34285714;45.19;14.61285714;2.057142857;25.11428571;5.157142857;28.3;21.7;12
2000;3;18;0;296.5885714;296.4785714;290.8528571;299;293.2;14.7;70.45714286;0;12.61;1.842857143;23.61428571;4.828571429;27.2;20;17.7
2000;4;18;0;296.1842857;296.3642857;289.8271429;299;292.6;0.7;67.76571429;0;11.96428571;3.1;22.84285714;6.842857143;28.3;17.8;2
2000;5;9;0;297.6714286;297.8642857;292.7342857;299.8;295.8;2.02;74.06285714;0;14.21285714;2.242857143;25.17142857;7.442857143;30;20.6;14.1
2000;6;7;24.19;297.6757143;297.9;293.27;299.9;296.3;2.6;76.50285714;24.19;14.65285714;2.114285714;24.92857143;7.128571429;30;20.6;3
2000;7;7;0;297.7457143;297.9785714;293.25;299.9;296.3;3.1;76.11714286;0;14.61857143;2.357142857;25.2;7.285714286;30;21.1;3.8
2000;8;4;7.67;297.0885714;297.2214286;292.1742857;298.9;295.3;13.41;74.06428571;7.67;13.67;1.985714286;24.77142857;6.628571429;28.3;20.6;3.8
2000;9;3;98.45;296.5528571;296.6785714;291.9528571;298.9;294.5;14.91;75.72142857;98.45;13.58714286;2.471428571;24.52857143;6.814285714;29.4;20;15
2000;10;2;11.48;296.2028571;296.3571429;289.6428571;299.1;294.4;1.1;66.73571429;11.48;11.71571429;3.028571429;24;8.028571429;29.4;19.4;0
2000;11;8;25.96;296.3157143;296.45;290.9985714;298.4;294;3.29;72.14285714;25.96;12.73857143;2.357142857;25.07142857;5.557142857;28.9;21.1;0.8
2000;12;3;0;296.7442857;296.9071429;291.2257143;298.8;294.6;6.8;71.39;0;12.93;2.328571429;24.8;7.385714286;29.4;19.4;3.5
2000;13;1;2.09;296.3528571;296.6071429;290.81;299.3;293.6;5.14;71.35142857;2.09;12.63714286;4.071428571;24.4;7.142857143;28.9;20;3.1
2000;14;1;7.23;297.8171429;297.9642857;293.6328571;300.1;296;17.9;77.78571429;7.23;15.05857143;2.557142857;25.58571429;7.057142857;30.6;21.7;13.3
2000;15;2;0;297.7528571;297.8714286;293.1871429;299.9;293.9;5.3;75.84285714;0;14.65;3.542857143;25.97142857;7.3;30.6;20.6;6.3
2000;16;3;0;297.6228571;297.7857143;292.83;299.8;296.1;14.9;74.75428571;0;14.27142857;2.228571429;25.8;6.714285714;29.4;20.6;18.6
2000;17;3;82.06;298.3428571;298.5857143;294.2542857;300.6;296.3;5;78.24428571;82.06;15.62285714;3.2;26.92857143;8.414285714;32.2;22.2;1.3
2000;18;2;6.13;298.6485714;298.7214286;294.1385714;300.4;297;3.4;76.21428571;6.13;15.48;2.442857143;27.14285714;7.8;32.2;21.7;3.6
2000;19;0;21.53;298.32;298.4428571;294.2642857;300.4;296.6;16.35;78.33714286;21.53;15.63857143;2.771428571;26.64285714;6.914285714;30.6;22.2;7.7
2000;20;0;68.14;298.7714286;298.9642857;294.5542857;301;297;10.06;77.71285714;68.14;15.91857143;2.642857143;26.6;7.128571429;32.2;21.1;83.3
2000;21;2;39.45;298.7785714;299.1428571;294.8657143;301.2;297;13.8;79.19714286;39.45;16.23714286;2.914285714;26.81428571;6.014285714;31.1;22.8;0.3
2000;22;2;48.51;299.28;299.4;295.2271429;301.7;297.3;17.1;78.53714286;48.51;16.58714286;2.428571429;27.55714286;6.842857143;32.2;23.3;25.6
